seri,model,titles,year,km,color,prices,date,Il,Ilce,id,km_median,km / median
Panamera,Panamera Diesel,BEY MOTORS' dan 2012 HATASIZ-BOYAS­IZ-TRAMERSİZ PORSCHE PANAMERA,2012,238000,Siyah,2570000,2023-03-16,Bursa,Nilüfer,21,205000.0,1.1609756097560975
Cayman,S,EURO MOTORS 2007 PORSCHE CAYMAN S CHRONE/BOSE/ISITMA,2007,118364,Gri,1685000,2023-03-16,İstanbul,Sarıyer,40,119000.0,0.994655462184874
Panamera,Panamera Turbo,Porsche Panamera Turbo,2011,117000,Beyaz,3250000,2023-03-16,Konya,Beyşehir,53,117000.0,1.0
Taycan,4 Cross Turismo,-VIPCAR- TAYCAN 4 CROSS TOURISMO,2022,44932,Siyah,6450000,2023-03-16,İstanbul,Bakırköy,40,25720.0,1.7469673405909798
Panamera,Panamera Diesel,2014 PANAMERA 3.0 D TİPTRONİC BAYİİ,2014,159000,Siyah,3650000,2023-03-16,İstanbul,Bağcılar,40,155000.0,1.0258064516129033
Taycan,4S Performance Plus,2020 TAYCAN SOĞUTMA-MASAJ-DİST­RONİC-CHRONO-BOSE HATASIZ,2020,29000,Siyah,4950000,2023-03-16,Diyarbakır,Bağlar,26,22000.0,1.3181818181818181
Panamera,Panamera Diesel,PORSCHE PANAMERA,2012,212000,Beyaz,2750000,2023-03-16,Balıkesir,Bandırma,12,205000.0,1.0341463414634147
911,Carrera 4S,ARVENT MOTORS 2013 PORSCHE 911CARRERA 4S,2013,141000,Beyaz,7000000,2023-03-16,İstanbul,Ataşehir,40,54632.0,2.5809049641235906
Cayman,S,YILDIZ'DAN 2009 CAYMAN S PDK HATASIZ BOYASIZ BAYİİ MAKYAJLI KASA,2009,57000,Siyah,2100000,2023-03-16,İstanbul,Bayrampaşa,40,57000.0,1.0
Panamera,Panamera 4,ÇİZGİ'DEN PORSCHE PANAMERA PDK+CHRONO+KARBON Yetkili Bayi,2011,168000,Kahverengi,2330000,2023-03-16,İstanbul,Maltepe,40,170000.0,0.9882352941176471
Taycan,Taycan,Sahibinden,2021,31352,Siyah,4625000,2023-03-16,İzmir,Karşıyaka,41,17500.0,1.791542857142857
Panamera,Panamera Turbo,A&C motors PANAMERA TURBO 4.8 AIRMATIC+BURM­USTER+CARBON,2010,120000,Siyah,3650000,2023-03-16,Ankara,Yenimahalle,7,120000.0,1.0
Panamera,Panamera 4,ACC PDK SPORT ve SPORT PLUS,2011,188000,Beyaz,4050000,2023-03-16,Trabzon,Akçaabat,75,170000.0,1.1058823529411765
Taycan,4S Performance Plus,YENİKÖY MOTORS 2020 TAYCAN 4S PERF. PLUS - YOLCU EKRANI - MASAJ,2020,36000,Füme,4975000,2023-03-16,İstanbul,Sarıyer,40,22000.0,1.6363636363636365
Taycan,4S Performance Plus,2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS BAYİ ÇIKIŞLI,2020,12000,Beyaz,6850000,2023-03-16,İstanbul,Sancaktepe,40,22000.0,0.5454545454545454
Panamera,Panamera 4S,DOĞUŞ OTOMATİV ÇIKIŞLI HATASIZ PANAMERA,2011,156000,Beyaz,2750000,2023-03-16,Kırklareli,Lüleburgaz,50,133000.0,1.1729323308270676
Panamera,Panamera Diesel,AGT AUTO'dan PORSCHE PANEMERA,2013,170000,Beyaz,3200000,2023-03-16,Batman,Merkez,14,178000.0,0.9550561797752809
Panamera,Panamera Diesel,2014 PANAMERA 3.0D-CHRONO-AI­RMATIC-KEYLESS-­TV-VAKUM-VERGİ BARIŞL,2014,170000,Beyaz,3875000,2023-03-16,Kahramanmaraş,Dulkadiroğlu,42,155000.0,1.096774193548387
Panamera,Panamera Diesel,2015 MODEL PANEMERA ISITMA SOĞUTMA-CARBON PUSULA 300HP FULL+FULL,2015,163000,Siyah,3650000,2023-03-16,İstanbul,Bağcılar,40,136500.0,1.1941391941391941
911,Carrera,'X-CLUSIVE' 1999 PORSCHE 911 CARRERA - TRAMERSİZ -,1999,88000,Lacivert,1550000,2023-03-16,İstanbul,Sarıyer,40,88000.0,1.0
Taycan,Turbo S,QUEEN'S AUTO 2020 PORSCHE TAYCAN TURBO S - SOĞUTMA-CARBON-BAYİ,2020,44932,Siyah,7850000,2023-03-16,İstanbul,Bakırköy,40,29000.0,1.5493793103448277
Taycan,4S Performance Plus,BAYSILAN'DAN 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS 571 HP,2020,44932,Gri,5000000,2023-03-16,İstanbul,Esenler,40,22000.0,2.0423636363636364
Taycan,Turbo S,SAHİBİNDEN 2021 PORSCHE TAYCAN TURBO S BAYİ KAZASIZ TRAMERSİZ,2021,21742,Siyah,6700000,2023-03-16,İstanbul,Sarıyer,40,39891.5,0.5450283895065364
Panamera,Panamera 4 E-Hybrid,VİTRİN 2022 PORSCHE PANAMERA 4E HYBRİD HEADUP-SOĞU­TMA-CHRONO-,2022,6001,Siyah,12400000,2023-03-16,İstanbul,Bakırköy,40,6666.0,0.9002400240024002
Taycan,4 Cross Turismo,2023 BAYİ TAYCAN4 CROSS TURISMO SOĞUTMA YOLCU EKRANI DISTRONIC,2023,1008,Siyah,6250000,2023-03-15,İstanbul,Beşiktaş,40,1008.0,1.0
Panamera,Panamera Diesel,DEMİR GROUP DAN HATASIZ BOYASIZ PANAMERA 144 BİN KM DE EMSALSİZ,2013,144000,Beyaz,4600000,2023-03-15,Bursa,Nilüfer,21,178000.0,0.8089887640449438
Taycan,4 Cross Turismo,2022-DOĞUŞ-TAYCAN 4 CROSS TURISMO-SOĞUTMA-360 KAMRA-AİRMATİC,2022,6005,Siyah,6350000,2023-03-15,Muğla,Bodrum,59,25720.0,0.23347589424572318
Taycan,4 Cross Turismo,2022-DOĞUŞ-TAYCAN 4 CROSS TURISMO-SOĞUTMA-360 KAMRA-AİRMATİC,2022,6161,Siyah,6350000,2023-03-15,Trabzon,Ortahisar,75,25720.0,0.2395412130637636
Taycan,4S Performance Plus,TAYCAN 2022 BAYİ PERFORMANS PLUS 571 HP AİRMATİC YOLCU EKRANI,2022,45058,Beyaz,6800000,2023-03-15,Bursa,Nilüfer,21,9384.0,4.801577152600171
Cayman,Cayman,AYAR AUTO 2008 PORSCHE CAYMAN 2.7 BOSE CHRONO ISITMA SPOR EGZOZ,2008,118000,Füme,1675000,2023-03-15,İstanbul,Bakırköy,40,118000.0,1.0
Taycan,Turbo S,-VEGAS MOTORS-2020 PORSCHE TAYCAN TURBO S BAYİ A.AKS SERAMİK AİR,2020,44932,Siyah,8500000,2023-03-15,İstanbul,Kadıköy,40,29000.0,1.5493793103448277
Panamera,Panamera 4S Diesel,KOYUNCU AUTO BAYİİ 2016 PANAMERA 4S DİESEL HATASIZ TAM DOLU,2016,53000,Siyah,9150000,2023-03-15,Mersin,Erdemli,58,73000.0,0.726027397260274
Panamera,Panamera Diesel,VATAN OTOMOTİV'DEN HATASIZ GTS TAMPON DOLU DOLU PANAMERA,2012,230000,Beyaz,2625000,2023-03-15,İzmir,Bornova,41,205000.0,1.1219512195121952
Panamera,Panamera Diesel,HATASIZ BOYASIZ TRAMERSİZ BAYİ ORJ GTS GÖRÜNM/BOSE/NAVİ PANAMERA,2012,205000,Beyaz,2975000,2023-03-15,İstanbul,Bağcılar,40,205000.0,1.0
Panamera,Panamera Diesel,MELİNDA MOTORS''TAN 2015 PANERAMA TR DE TEK,2015,140000,Siyah,4750000,2023-03-15,İstanbul,Zeytinburnu,40,136500.0,1.0256410256410255
911,Turbo S,BAŞARDIKK ARTIK RENKSİZ PORSCHELERE SON:))),2022,44986,Yeşil,26500000,2023-03-15,İzmir,Çeşme,41,6134.0,7.3338767525268995
Panamera,Panamera Diesel,2013 PLATİNUM EDİTİON VAKUM ISITMA SOĞUTMA BOSE CARBON PUSULA,2013,267000,Beyaz,2950000,2023-03-15,Mersin,Yenişehir,58,178000.0,1.5
Taycan,4S Performance Plus,BERLİN MOTORS'DAN 2021 ÇIKIŞLI PORSCHE TAYCAN 4SPERFORMANCE PLUS,2020,13000,Gri,6000000,2023-03-15,İstanbul,Beylikdüzü,40,22000.0,0.5909090909090909
Taycan,4S Performance Plus,EURO MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS,2020,25449,Gri,5380000,2023-03-15,İstanbul,Sarıyer,40,22000.0,1.1567727272727273
Taycan,4S Performance Plus,4S PERFORMANCE PLUS 571-ARKA AKS-YOLCU EKRANLI-AIRM­ATIC-HATASIZ,2020,11000,Beyaz,5570000,2023-03-15,Ankara,Çankaya,7,22000.0,0.5
Taycan,4S Performance Plus,İLK SAHİBİNDEN GARANTİSİ UZATILMIŞ.,2020,45000,Siyah,4895000,2023-03-15,Antalya,Kemer,8,22000.0,2.0454545454545454
Taycan,4S Performance Plus,BMotors Plaza 2022 BAYİ TAYCAN 4S P.PLUS AİR Y.EKRANI BOSE SOGTM Yetkili Bayi,2022,6001,Siyah,6650000,2023-03-15,Sivas,Merkez,72,9384.0,0.6394927536231884
Panamera,Panamera Diesel,2013 Sahibinden Bayi Çıkışlı İçi Kırmızı Porsche Panamera Diesel,2013,160000,Siyah,3450000,2023-03-15,Zonguldak,Çaycuma,81,178000.0,0.898876404494382
Panamera,Panamera Diesel,2017ÇIKIŞLI HATASIZ 300HP ISITMA SOĞUTMA KÖRNKTA KARBN FULL+FULL,2015,145000,Siyah,5075000,2023-04-03,İzmir,Buca,41,136500.0,1.0622710622710623
718,Cayman,"CHRONO, 9200 km-CarPlay-Carrera Jant-Otomatik-2 yıl Ek Garanti",2020,44966,Kırmızı,4700000,2023-04-02,İzmir,Çiğli,41,44966.0,1.0
Panamera,Panamera 4 Platinum Edition,EDITION 2022 PANAMERA 4/MASAJ/AKS/SPOR EGSOZ,2022,6001,Siyah,11500000,2023-04-02,İstanbul,Bakırköy,40,7000.0,0.8572857142857143
Panamera,Panamera Diesel,2012 polş Panemera platinum editlon ful paket,2012,171000,Beyaz,3025000,2023-04-02,Adana,Seyhan,1,205000.0,0.8341463414634146
718,Boxster,YENİKÖY MOTORS 2019 PORSCHE 718 BOXSTER - BOSE - BAYİ,2019,45178,Gri,4150000,2023-04-02,İstanbul,Sarıyer,40,45162.0,1.0003542801470262
Panamera,Panamera Diesel,"""""GARDEN"""" BEYAZ/BEJ 170.000km'de VERGİ BARİSLİ HATASİZ",2012,170000,Beyaz,2875000,2023-04-02,İstanbul,Ataşehir,40,205000.0,0.8292682926829268
Taycan,4S,Hatasız 2021 bayi,2021,34000,Beyaz,6000000,2023-04-02,İstanbul,Arnavutköy,40,27074.5,1.2557941974921052
Taycan,Turbo S,EXTRALI TURBO S HEADUP+BURMESTER­+AKS+OTONOM+SERA­MİK+SOĞUTMA+360*,2021,44932,Gri,8400000,2023-04-02,İstanbul,Üsküdar,40,39891.5,1.126355238584661
Panamera,Panamera Diesel,HATASIZ BOYASIZ BAYİ MARSHALA 184.000 KMde GARAJ ARABASI,2012,184000,Beyaz,2805750,2023-04-02,İstanbul,Beykoz,40,205000.0,0.8975609756097561
911,Carrera S,Sadece Yabancıdan yabancıya sıfır gibi,2017,45123,Gri,2650000,2023-04-02,İstanbul,Kadıköy,40,45093.0,1.0006652917304237
Taycan,4S Performance Plus,2021 MODEL BOYASIZ CAM TAVAN 571 BG,2021,28000,Gri,4880000,2023-04-02,Batman,Merkez,14,25000.0,1.12
Panamera,Panamera Diesel,GÜLERYÜZ'DEN 2012 PORSCHE PANAMERA 3.0 DİESEL BAYİİ,2012,164000,Siyah,2350000,2023-04-02,Mersin,Yenişehir,58,205000.0,0.8
911,Turbo,SS MOTORS 2008 911 TURBO-600 HP-FACELIFT-CHR­ONO-BOSE-HAFIZA,2008,94472,Siyah,3950000,2023-04-02,İstanbul,Şişli,40,51000.0,1.852392156862745
Taycan,Turbo,"Sahibinden Arka aks,sport desing,hatasız,y­anyolcuekranı,4 bölge",2020,27000,Lacivert,5370000,2023-04-02,İstanbul,Eyüpsultan,40,27000.0,1.0
Taycan,4 Cross Turismo,CİO MOTORS TAYCAN 4 CROSS 476 HP AİR- CHRONO-SOUND-ISI POM-21JNT,2022,27546,Beyaz,6950000,2023-04-02,İzmir,Bornova,41,25720.0,1.07099533437014
911,Carrera 4S,Sahibinden temiz carrera 4 coupe,2015,65000,Füme,7500000,2023-04-02,Antalya,Kemer,8,65000.0,1.0
Panamera,Panamera Diesel,BOSE-CARBON-4KOLTUK ISITMA-SOĞU­TMA-EĞLENCE PAKETİ-MAKAM-,2012,223000,Beyaz,3000000,2023-04-01,Batman,Merkez,14,205000.0,1.0878048780487806
Panamera,Panamera Diesel,DEMİRHAN'DAN 2014 PORSCHE PANAMERA 300HP BOSE PUSULA BAYİ,2014,199000,Beyaz,3750000,2023-04-01,Denizli,Pamukkale,25,155000.0,1.2838709677419355
Taycan,Turbo,PORSCHE TAYCAN TURBO UZATILMIŞ DOĞUŞ GARANTİLİ,2020,45066,Siyah,6350000,2023-04-01,İstanbul,Maltepe,40,27000.0,1.6691111111111112
911,Carrera S,PORSCHE 911 CARRERA S PDK HATASIZ VERGİ BARIŞLI,2012,78000,Siyah,5540000,2023-04-01,İstanbul,Kağıthane,40,76450.0,1.0202746893394374
Panamera,Panamera Diesel,AZAD MOTORS 2012 192 BİN KM'DE PLATİNUM EDİTİON 3.0 D TAM DOLU,2012,192000,Siyah,2695000,2023-04-01,İstanbul,Sultanbeyli,40,205000.0,0.9365853658536586
Panamera,Panamera Diesel,Rocco Motors 2014 PANAMERA DİESEL BAYİİ 300 HP 162.000 KM,2014,162000,Siyah,3475000,2023-04-01,Ankara,Akyurt,7,155000.0,1.0451612903225806
Panamera,Panamera Diesel,3.0 PANAMERA,2012,250000,Beyaz,3150000,2023-04-01,Zonguldak,Kozlu,81,205000.0,1.2195121951219512
Taycan,4S Performance Plus,İLK SAHİBİNDEN PORSCHE 2020 MODEL TAYCAN 4S PERFORMANCE 4S PLUS,2020,44942,Siyah,5500000,2023-04-01,İstanbul,Bakırköy,40,22000.0,2.042818181818182
Taycan,Turbo S,L&S MOTORS-2020 PORSCHE TAYCAN TURBO S ARKA AKS+YOLCU EKRAN HAZR,2020,33000,Siyah,6790000,2023-04-01,İstanbul,Beşiktaş,40,29000.0,1.1379310344827587
Panamera,Panamera Diesel,HATASIZ dizel BEYAZ İÇİ MARSHAL ISITMA SOĞUTMA PUSULA,2012,245000,Beyaz,2650000,2023-04-01,İzmir,Buca,41,205000.0,1.1951219512195121
Panamera,Panamera Diesel,BOZ - CAR 2012 PORSCHE PANAMERA/BOSE/A İRMATİC/PUSULA,2012,269000,Siyah,2490000,2023-04-01,Kocaeli,Körfez,52,205000.0,1.3121951219512196
Taycan,4 Cross Turismo,İLK SAHİBİNDEN DOĞUŞ OTO KARTAL BAYİ ÇIKIŞLI 21JNT/AİRMATİC/,2021,21000,Gümüş Gri,5800000,2023-04-01,İstanbul,Pendik,40,9000.0,2.3333333333333335
Boxster,Boxster,2007 DOĞUŞ ÇIKIŞLI CHRONO+BOSE+IS­ITMA+EGZOZ+LED STOP+MULTİMEDİA,2007,83000,Kırmızı,1395000,2023-04-01,İstanbul,Bağcılar,40,83000.0,1.0
Panamera,Panamera Diesel,A&C motors PANAMERA DIESEL PLATINUM'TAM DOLU''2012+VRG BRŞLI,2012,220000,Beyaz,2750000,2023-04-01,Ankara,Yenimahalle,7,205000.0,1.0731707317073171
Panamera,Panamera Diesel,TR NİN EN DOLUSU CHRONA+PUSULA+ 4KLTK ISITMA SĞTM+EĞLENCE+CARBON,2012,209000,Beyaz,2460000,2023-04-01,İzmir,Buca,41,205000.0,1.0195121951219512
Taycan,4S Performance Plus,NC MOTORS 2021 BAYİ TAYCAN 4S PERFORMANCE PLUS SPORT DESING PKT,2021,13000,Beyaz,5650000,2023-04-01,Antalya,Muratpaşa,8,25000.0,0.52
Taycan,4S Performance Plus,MAM MOTORS 4S PERFORMANCE PLUS AKS+GECEGÖRÜŞ­+MATRİX+MASAJ,2020,15000,Lacivert,5200000,2023-04-01,İstanbul,Ümraniye,40,22000.0,0.6818181818181818
Taycan,Turbo,HATASIZ 2020 PORSCHE TAYCAN TURBOSPORT DESIGN' MANUFAKTUR,2020,55000,Siyah,5750000,2023-04-01,İstanbul,Eyüpsultan,40,27000.0,2.037037037037037
Panamera,Panamera Diesel,2012 MODEL PORSCHE PANAMERA 142.00 KM BAYİ BOYASIZ,2012,142000,Beyaz,3025000,2023-04-01,İstanbul,Üsküdar,40,205000.0,0.6926829268292682
Panamera,Panamera Diesel,PORSCHE PANAREMA PLATİUM EDİTİON 300hp İTHAL VERGİ BARIŞLI,2012,190000,Beyaz,2300000,2023-03-31,Antalya,Muratpaşa,8,205000.0,0.926829268292683
Cayman,Cayman,2008 PORSCHE CAYMAN 98 BİN KM OTOMATİK,2008,98000,Siyah,1695000,2023-03-31,İstanbul,Bağcılar,40,118000.0,0.8305084745762712
911,Carrera 4S,SS MOTORS 2013 911 CARRERA 4S-SPOR EGZOZ-SOĞUTMA -CHRONO-BOSE,2013,54632,Siyah,5450000,2023-03-31,İstanbul,Şişli,40,54632.0,1.0
911,Carrera 4S,2019 PORSCHE CARRERA 4S HATASIZ BOYASIZ,2019,27000,Siyah,11190000,2023-03-31,İstanbul,Beşiktaş,40,17000.0,1.588235294117647
718,Cayman,"NASYONEL BAYİ 2018 CAYMAN 20""JANT DERİ KOLTUK CHRONO BLUETOOTH",2018,6003,Siyah,4850000,2023-03-31,İstanbul,Beşiktaş,40,37455.0,0.1602723267921506
Cayman,Cayman,KEREM 61 OTOMOTİV'DEN 2010 MODEL PORSCHE CAYMAN 2.7 PDK,2010,60000,Siyah,1750000,2023-03-31,Sakarya,Hendek,66,95000.0,0.631578947368421
Panamera,Panamera Diesel,SAHIBINDEN HATASIZ TRAMERSIZ VERGI BARISLI EN DOLUSU,2014,171000,Beyaz,4121000,2023-03-31,İstanbul,Bakırköy,40,155000.0,1.103225806451613
Panamera,Panamera Diesel,SAHİBİNDEN PORCHE PANAMERA DİESEL BAYİ ÇIKIŞLI,2012,245000,Siyah,2190000,2023-03-31,İstanbul,Ümraniye,40,205000.0,1.1951219512195121
Panamera,Panamera 4 E-Hybrid,AYAR AUTO 2023 PANAMERA 4E-HYBRID 462HP SOĞUTMA AIR BOSE CHRONO,2022,44932,Gri,13850000,2023-03-31,İstanbul,Bakırköy,40,6666.0,6.74047404740474
Taycan,Turbo,LIMITED CARS---PORSCHE TAYCAN /TURBO /680 HP,2020,45147,Siyah,6230000,2023-03-31,Antalya,Muratpaşa,8,27000.0,1.672111111111111
Panamera,Panamera Diesel,"SAHİBİNDEN DOĞUŞ BAYİ ÇIKIŞLI ve BAKIMLI, TERTEMİZ, DÜŞÜK KM",2013,90000,Siyah,4050000,2023-03-31,Ankara,Çankaya,7,178000.0,0.5056179775280899
Panamera,Panamera Diesel,"2012 PORSCHE PANAMERA DİZEL BAYİ CARBON BOSE GTS EDİTİON 21""",2012,196000,Beyaz,2465000,2023-03-31,Bursa,Karacabey,21,205000.0,0.9560975609756097
Panamera,Panamera 4S,PANAMERA 4S FACELİFT PDK SOĞUTMA BOSE CAR PLAY 2013 BAYİ ÇIKIŞ,2012,151000,Beyaz,3590000,2023-03-31,İstanbul,Beylikdüzü,40,140000.0,1.0785714285714285
911,Carrera 4S,MEHCAR-CARRERA 4S PDK TECHART -SPOR EGSOZ-SOGUTMA-VERGİ BARİSLİ,2012,107000,Beyaz,5490000,2023-03-31,İstanbul,Küçükçekmece,40,66000.0,1.621212121212121
Cayman,Cayman,ZESA MOTORS'TAN GTS GÖRÜNÜMLÜ 2.7 PORSCHE CAYMAN,2013,84000,Siyah,2950000,2023-03-31,İstanbul,Esenyurt,40,85000.0,0.9882352941176471
Panamera,Panamera 4 - 10 Years Edition,EKCAR'DAN 2020 (%18KDV) PANAMERA 4 - 10 YEARS EDITION HATASIZ,2020,48000,Siyah,7522000,2023-03-30,İstanbul,Bağcılar,40,48000.0,1.0
718,Cayman,Porsche 718 Cayman - Doğuş çıkışlı - 22.500 km,2016,45068,Sarı,3750000,2023-03-30,İstanbul,Bakırköy,40,45068.0,1.0
Panamera,Panamera Diesel,*** ESA MOTORS ***2015 BAYİ MAKYAJLI PANEMERA DİESEL-SOĞUTMA-VKM,2015,90000,Siyah,5500000,2023-03-30,İstanbul,Esenyurt,40,136500.0,0.6593406593406593
Taycan,4S Performance Plus,PALM AUTO 2020 TAYCAN 4S PERFORMANCE PLUS SPRT DESIGN AKS SGTMA,2020,14000,Siyah,5550000,2023-03-30,İstanbul,Bakırköy,40,22000.0,0.6363636363636364
Panamera,Panamera Diesel,-ALBAYRAK-BAYİ PORSCHE PANAMERA 20 JANT 64.000 KM HATASIZ,2012,64000,Siyah,3390000,2023-03-30,Mersin,Yenişehir,58,205000.0,0.3121951219512195
Taycan,4S Performance Plus,SAHİBİNDEN TAYCAN 4S PERFORMANS PLUS BAYİ,2021,40000,Siyah,5550000,2023-03-30,Ankara,Sincan,7,25000.0,1.6
Panamera,Panamera 4,"ZAMANIN ÖTESİNDE BİR MAKİNA...ISITMA,­SOĞUTMA,PUSULA,",2011,153000,Beyaz,2449750,2023-03-30,İstanbul,Bağcılar,40,170000.0,0.9
Taycan,Turbo,"Doğuş Çıkışlı , Taycan Turbo 680 hp Siyah ve İçi Kırmızı",2020,1001,Siyah,7250000,2023-03-30,İstanbul,Bakırköy,40,27000.0,0.03707407407407407
Boxster,Boxster,2008 porsche boxster doğuş çıkışlı 139000 km pazarliksız,2008,135000,Siyah,1400000,2023-03-30,İstanbul,Ataşehir,40,135000.0,1.0
Panamera,Panamera Diesel,-ZİRVE AUTO-2013 PLATİNUM EDİTON BOYASIZ TAM DOLU VERGI BARIŞLI,2013,110000,Beyaz,3205000,2023-03-30,İstanbul,Ümraniye,40,178000.0,0.6179775280898876
Taycan,4S Performance Plus,- GARAGE - 2022 PORSCHE TAYCAN 4S PERFORMANCE PLUS -BAYİ-,2022,45052,Siyah,6750000,2023-03-30,İstanbul,Beykoz,40,9384.0,4.800937766410912
Panamera,Panamera Diesel,2014 MODEL PORSCHE PANAMERA 3.0 DİESEL ÖZEL İTALAT TAM ÖTV,2014,170000,Siyah,3750000,2023-03-30,Antalya,Konyaaltı,8,155000.0,1.096774193548387
911,Carrera 4 GTS,TARGET MOTORS 2022 PORSCHE 911 CARRERA 4 GTS,2022,44932,Siyah,16300000,2023-03-29,İstanbul,Beşiktaş,40,6100.0,7.365901639344262
Panamera,Panamera 4 E-Hybrid,L&S MOTORS-2021 PORSCHE PANAMERA 4 E-HYBRİD HEAD UP+SOĞUTMA HAZR,2021,42706,Siyah,9090000,2023-03-29,İstanbul,Beşiktaş,40,20218.0,2.1122761895340787
Panamera,Panamera Diesel,2015 PANAMERA DİESEL / BAYİ / VAKUM / CHRONO / PUSULA / BOSE,2015,208000,Beyaz,4100000,2023-03-29,Ankara,Yenimahalle,7,136500.0,1.5238095238095237
Panamera,Panamera 4,SAHIBINDEN HATASIZ BOYASIZ TRAMERISZ BAYİİ 194 BINDE,2011,195000,Beyaz,2221000,2023-03-29,İstanbul,Bakırköy,40,170000.0,1.1470588235294117
911,Carrera,PRESTİJ PLAZA 2011 PORSCHE 911 CARRERA CABRIO PDK 345 HP,2011,88000,Beyaz,4200000,2023-03-29,İstanbul,Ataşehir,40,64900.0,1.3559322033898304
Panamera,Panamera Diesel,--ACARLAR MOTORS--2011 PANAMERA 3.0D TİPTRONİC ISTM CHRONO BAYİ,2011,228186,Siyah,2475000,2023-03-29,Konya,Selçuklu,53,221000.0,1.0325158371040724
Taycan,4S Performance Plus,PAZARLIKSIZ SON FİYAT !!! BAYİİ,2021,16000,Beyaz,6300000,2023-03-29,Bursa,Yıldırım,21,25000.0,0.64
Panamera,Panamera Diesel,2012 PANAMERA**FACE­LİFT**EĞLENCE PAKETLİ**KAZASIZ TRAMERSİZ**,2012,165000,Beyaz,3290000,2023-03-29,Konya,Karatay,53,205000.0,0.8048780487804879
Panamera,Panamera Diesel,TEMİZ BAKIMLI PANAMERA,2012,175000,Siyah,2849000,2023-03-29,Ankara,Yenimahalle,7,205000.0,0.8536585365853658
Taycan,4S Performance Plus,ERÇINAR'DAN 2020 BAYİ ÇIKIŞLI KUSURSUZ PORSCHE TAYCAN 4S P.PLUS,2020,6024,Siyah,6000000,2023-03-29,İstanbul,Bağcılar,40,22000.0,0.2738181818181818
Taycan,4S Performance Plus,BAYİDEN KREDİ DOĞUŞ GARANTİLİ 2020 TAYCAN PERFORMANS PLUS+ Yetkili Bayi,2020,45097,Siyah,5850000,2023-03-29,İstanbul,Ataşehir,40,22000.0,2.049863636363636
Cayman,Cayman,121.000 KM İLK SAHİBİNDEN ORJINAL YIPRANMAMIŞ BAYİ BOYASIZ,2007,121000,Siyah,1535000,2023-03-29,Ankara,Çankaya,7,96000.0,1.2604166666666667
Panamera,Panamera Diesel,Sahibinden 2012 model vergi barışlı,2012,268000,Siyah,2450000,2023-03-29,İstanbul,Güngören,40,205000.0,1.3073170731707318
Taycan,Turbo,LEGENDS 2021 PORSCHE TAYCAN TURBO - ÖZEL ÜRETİM SPORT DESIGN PKT,2021,45068,Siyah,6550000,2023-03-28,İstanbul,Bayrampaşa,40,22658.0,1.9890546385382646
Taycan,GTS Sport Turismo,ÖZEL SİPARİŞ TAYCAN GTS SPORT TURİSMO,2022,6006,Kırmızı,8750000,2023-03-28,İstanbul,Bakırköy,40,7450.0,0.8061744966442953
Taycan,GTS,BAYİ+2023 TESCİL+SIFIR HATA+ 600HP + SAHIBINDEN,2022,1111,Siyah,7950000,2023-03-28,Bursa,Nilüfer,21,6001.0,0.18513581069821697
Panamera,Panamera 4S,BAYİ 2022 PANAMERA,2022,1001,Siyah,15800000,2023-03-28,İstanbul,Tuzla,40,1001.0,1.0
Panamera,Panamera Diesel,OCAKLI OTOMOTİV'DEN 2013 BAYİİ PORSCHE PANAMERA DIESEL,2013,230000,Siyah,3550000,2023-03-28,Antalya,Muratpaşa,8,178000.0,1.2921348314606742
Taycan,Turbo S,Caretta'dan Bayi Seramik ArkaAks BlueBerry 21'Jant Turbo S 761Ps,2020,14000,Siyah,6650000,2023-03-28,İstanbul,Ataşehir,40,29000.0,0.4827586206896552
911,Carrera 4S,NOLIMIT SC - PORSCHE - 911 CARRERA 4S - FACELIFT,2004,139000,Mavi,1775000,2023-03-28,İstanbul,Beşiktaş,40,139500.0,0.996415770609319
Panamera,Panamera Diesel,**TAKASA UYGUN**ORJİNAL 174 BİNDE~AİR~PUSU­LA~ÇİFT~NAVİ~,2012,174000,Siyah,2350000,2023-03-28,Eskişehir,Çifteler,32,205000.0,0.848780487804878
Panamera,Panamera Diesel,PORSCHE PANAMERA ISITMA+SOĞUTMA+NAVİ+­PUSULA+GTS+V.BARIŞLI,2012,219000,Siyah,2250000,2023-03-28,İstanbul,Bağcılar,40,205000.0,1.0682926829268293
718,Boxster,718 BOXSTER NADIR PORSCHE RENGI,2016,68000,Gri,3750000,2023-03-28,İstanbul,Beşiktaş,40,46000.0,1.4782608695652173
Panamera,Panamera Diesel,MERT AUTODAN 2012 PORSCHE PANAMERA BAYİİ-158.000KM-TAM DOLU,2012,158000,Füme,2690000,2023-03-28,Kayseri,Kocasinan,47,205000.0,0.7707317073170732
Taycan,4S Performance Plus,HighDrive 2020 Model Porsche Taycan 4S Performans Plus Hatasız,2020,17667,Füme,5100000,2023-03-28,İstanbul,Bağcılar,40,22000.0,0.8030454545454545
Panamera,Panamera 4 Platinum Edition,ONE1CAR 2022 PORSCHE PANAMERA 4 PLATINUM EDITION BEIGE LEATHER,2022,6001,Siyah,11400000,2023-03-27,İstanbul,Sarıyer,40,7000.0,0.8572857142857143
